brand,year,mileage,fuel_type,transmission,engine_size,horsepower,price
Toyota,2016,,Petrol,Manual,2.1,204.0,7500
Honda,2014,158769.0,Petrol,Manual,3.9,307.0,14881
Kia,2012,149259.0,Petrol,Automatic,2.0,200.0,3500
Toyota,2016,180860.0,Petrol,Automatic,3.6,328.0,16266
Tesla,2011,209548.0,Electric,Automatic,0.0,353.0,39049
Ford,2022,32111.0,Petrol,Manual,4.3,254.0,22526
Toyota,2012,272524.0,Petrol,Automatic,2.2,198.0,3500
Ford,2018,70442.0,,Automatic,4.8,420.0,32443
Ford,2012,307571.0,Hybrid,Manual,,331.0,7093
Toyota,2016,116693.0,Petrol,Automatic,2.7,220.0,13169
Tesla,2011,74974.0,Diesel,Automatic,4.6,257.0,33728
Toyota,2024,38079.0,Electric,Automatic,0.0,358.0,45282
Volkswagen,2022,39568.0,Diesel,Manual,2.4,156.0,26090
Ford,2019,46939.0,Electric,Manual,0.0,233.0,21635
Tesla,2019,81162.0,Petrol,Manual,4.4,321.0,54994
Tesla,2021,50433.0,Hybrid,Automatic,2.8,235.0,54875
Ford,2016,49153.0,Petrol,Manual,2.1,200.0,8588
Nissan,2022,19979.0,Hybrid,Manual,4.9,353.0,43071
Ford,2019,17072.0,Petrol,Manual,1.0,138.0,12868
Nissan,2017,99975.0,Diesel,Manual,2.1,196.0,10611
BMW,2022,71341.0,Electric,Automatic,0.0,421.0,56936
Chevrolet,2020,90309.0,Petrol,Automatic,4.3,396.0,34772
Honda,2019,95279.0,Diesel,Automatic,3.1,260.0,16790
Audi,2021,60420.0,Petrol,Automatic,3.5,309.0,51354
Tesla,2021,60874.0,Hybrid,Automatic,2.5,291.0,57299
Hyundai,2018,78285.0,Hybrid,Manual,3.2,280.0,17920
Volkswagen,2016,,Electric,Automatic,0.0,322.0,23169
Nissan,2013,111333.0,Petrol,Manual,1.4,157.0,3500
Honda,2012,104689.0,Electric,Automatic,0.0,255.0,14892
BMW,2018,152164.0,Petrol,Automatic,3.5,362.0,39238
Nissan,2024,14398.0,Petrol,Manual,1.2,142.0,22358
Audi,2024,25191.0,Hybrid,Manual,3.4,275.0,60153
BMW,2024,16509.0,Petrol,Automatic,2.6,223.0,44741
Tesla,2014,168549.0,Petrol,Manual,4.6,292.0,31980
Ford,2018,140771.0,Petrol,Automatic,3.3,246.0,19330
Honda,2014,227905.0,Diesel,Manual,2.3,232.0,3500
Mercedes-Benz,2016,111277.0,Hybrid,Automatic,4.8,344.0,46443
Ford,2019,41491.0,Petrol,Manual,1.8,190.0,14152
Volkswagen,2019,60538.0,Electric,Manual,0.0,303.0,30575
Tesla,2022,37468.0,Hybrid,Automatic,4.9,319.0,63375
Mercedes-Benz,2021,58501.0,Hybrid,Automatic,2.4,227.0,47960
Honda,2022,50525.0,Petrol,Automatic,2.3,227.0,25158
Toyota,2024,33518.0,Petrol,Automatic,3.3,260.0,33999
Volkswagen,2018,130450.0,Petrol,Manual,3.8,247.0,16770
Nissan,2021,47087.0,Hybrid,Automatic,3.9,307.0,37399
Volkswagen,2019,25686.0,Hybrid,Automatic,2.2,179.0,20459
BMW,2013,174246.0,Diesel,Automatic,1.4,145.0,12750
Kia,2021,61917.0,Petrol,Manual,4.8,423.0,37401
Nissan,2022,48914.0,Hybrid,Automatic,4.9,352.0,40486
Hyundai,2019,80992.0,Petrol,Manual,1.2,143.0,6944
Nissan,2022,2500.0,Hybrid,Automatic,2.6,264.0,33242
Audi,2019,94478.0,Diesel,Automatic,2.8,208.0,37941
Audi,2012,125410.0,Electric,Manual,0.0,425.0,36967
Audi,2011,268234.0,Petrol,Automatic,4.9,208.0,18203
Toyota,2014,244843.0,Diesel,Automatic,1.0,120.0,3500
Audi,2019,91475.0,Petrol,Automatic,4.5,334.0,46307
Honda,2024,20684.0,Electric,Automatic,0.0,385.0,43826
Ford,2014,53535.0,Petrol,Automatic,1.5,165.0,7018
Ford,2016,125420.0,Petrol,Manual,2.1,176.0,3500
Audi,2024,13542.0,Petrol,Automatic,3.7,264.0,51095
Nissan,2014,157571.0,Electric,Manual,0.0,262.0,10600
Volkswagen,2013,127192.0,Diesel,Automatic,4.0,345.0,24075
Kia,2019,56891.0,Hybrid,Automatic,3.7,285.0,24285
Nissan,2011,155696.0,Petrol,Manual,3.3,225.0,3500
Chevrolet,2018,73157.0,Petrol,Manual,4.8,443.0,30494
Tesla,2023,41160.0,Petrol,Automatic,1.9,176.0,52790
Audi,2023,67281.0,Petrol,Automatic,2.3,255.0,48591
Mercedes-Benz,2020,44787.0,Petrol,Automatic,2.2,188.0,44302
Nissan,2013,107177.0,Petrol,Automatic,4.1,389.0,20724
BMW,2021,27544.0,Hybrid,Automatic,3.2,319.0,54210
Honda,2021,23547.0,Hybrid,Automatic,1.8,172.0,26906
Mercedes-Benz,2022,41363.0,Electric,Automatic,0.0,231.0,50583
Hyundai,2018,101192.0,Diesel,Automatic,3.6,251.0,14624
Toyota,2016,78520.0,Diesel,Automatic,1.1,140.0,5217
Kia,2023,36341.0,Petrol,Manual,2.6,171.0,21303
Nissan,2015,190352.0,Electric,Manual,0.0,237.0,3684
Audi,2014,148849.0,Petrol,Automatic,2.1,213.0,24936
Ford,2011,196735.0,Electric,Automatic,,301.0,7408
Tesla,2019,81162.0,Petrol,Manual,4.4,321.0,54994
Honda,2014,227905.0,Diesel,Manual,2.3,232.0,3500
Chevrolet,2018,73157.0,Petrol,Manual,4.8,443.0,30494
Volkswagen,2014,249190.0,Diesel,Manual,1.1,134.0,3500
Ford,2022,68149.0,Petrol,Automatic,3.0,276.0,29172
Kia,2022,64534.0,Petrol,Automatic,3.4,327.0,33080
Ford,2018,140771.0,Petrol,Automatic,3.3,246.0,19330
